CVE-2005-3660: Fix unknown
CVE-2007-3719: Fix unknown
CVE-2008-2544: Fix unknown
CVE-2008-4609: Fix unknown
CVE-2010-4563: Fix unknown
CVE-2010-5321: Fix unknown
CVE-2011-4917: Fix unknown
CVE-2012-4542: Fix unknown
CVE-2019-15215: Fixed with 3.16.74
CVE-2019-15216: Fixed with 3.16.72
CVE-2019-15217: Fixed with 3.16.77
CVE-2019-15218: Fixed with 3.16.74
CVE-2019-15219: Fixed with 3.16.74
CVE-2019-15220: Fixed with 3.16.74
CVE-2019-15221: Fixed with 3.16.74
CVE-2019-15222: Fix not seen in stream
CVE-2019-15223: Fix not seen in stream
CVE-2019-15239: Fix not seen in stream
CVE-2019-15290: Fix unknown
CVE-2019-15291: Fixed with 3.16.79
CVE-2019-15292: Fixed with 3.16.74
CVE-2019-15505: Fixed with 3.16.77
CVE-2019-15666: Fixed with 3.16.72
CVE-2019-15794: Fix unknown
CVE-2019-15807: Fixed with 3.16.74
CVE-2019-15902: Fix not seen in stream
CVE-2019-15916: Fixed with 3.16.70
CVE-2019-15917: Fixed with 3.16.74
CVE-2019-15926: Fixed with 3.16.74
CVE-2019-15927: Fixed with 3.16.66
CVE-2019-16230: Fix not seen in stream
CVE-2019-16232: Fix not seen in stream
CVE-2019-16233: Fix not seen in stream
CVE-2019-16413: Fixed with 3.16.70
CVE-2019-16746: Fixed with 3.16.79
CVE-2019-16921: Fix not seen in stream
CVE-2019-17052: Fixed with 3.16.77
CVE-2019-17053: Fixed with 3.16.77
CVE-2019-17054: Fixed with 3.16.77
CVE-2019-17055: Fixed with 3.16.77
CVE-2019-17056: Fixed with 3.16.77
CVE-2019-17075: Fix not seen in stream
CVE-2019-17133: Fixed with 3.16.77
CVE-2019-17351: Fixed with 3.16.72
CVE-2019-17666: Fixed with 3.16.77
CVE-2019-18660: Fix not seen in stream
CVE-2019-18675: Fixed with 3.16.60
CVE-2019-18680: Fix not seen in stream
CVE-2019-18806: Fixed with 3.16.81
CVE-2019-18885: Fix not seen in stream
CVE-2019-19036: Fix not seen in stream
CVE-2019-19039: Fix not seen in stream
CVE-2019-19052: Fixed with 3.16.79
CVE-2019-19054: Fix not seen in stream
CVE-2019-19056: Fixed with 3.16.79
CVE-2019-19057: Fixed with 3.16.79
CVE-2019-19060: Fix not seen in stream
CVE-2019-19061: Fix not seen in stream
CVE-2019-19062: Fixed with 3.16.79
CVE-2019-19063: Fix not seen in stream
CVE-2019-19066: Fixed with 3.16.79
CVE-2019-19073: Fix not seen in stream
CVE-2019-19074: Fix not seen in stream
CVE-2019-19227: Fixed with 3.16.79
CVE-2019-19241: Fix not seen in stream
CVE-2019-19319: Fixed with 3.16.85
CVE-2019-19332: Fixed with 3.16.79
CVE-2019-19377: Fix not seen in stream
CVE-2019-19378: Fix unknown
CVE-2019-19447: Fixed with 3.16.82
CVE-2019-19448: Fix not seen in stream
CVE-2019-19449: Fix not seen in stream
CVE-2019-19523: Fixed with 3.16.79
CVE-2019-19524: Fixed with 3.16.79
CVE-2019-19527: Fixed with 3.16.79
CVE-2019-19528: Fixed with 3.16.79
CVE-2019-19530: Fixed with 3.16.78
CVE-2019-19531: Fixed with 3.16.78
CVE-2019-19532: Fixed with 3.16.79
CVE-2019-19533: Fixed with 3.16.79
CVE-2019-19534: Fixed with 3.16.79
CVE-2019-19536: Fixed with 3.16.78
CVE-2019-19537: Fixed with 3.16.78
CVE-2019-19768: Fixed with 3.16.83
CVE-2019-19813: Fix not seen in stream
CVE-2019-19814: Fix unknown
CVE-2019-19816: Fix not seen in stream
CVE-2019-19922: Fix not seen in stream
CVE-2019-19927: Fix not seen in stream
CVE-2019-19965: Fixed with 3.16.81
CVE-2019-19966: Fixed with 3.16.81
CVE-2019-1999: Fix not seen in stream
CVE-2019-20054: Fixed with 3.16.72
CVE-2019-20096: Fixed with 3.16.72
CVE-2019-2024: Fixed with 3.16.66
CVE-2019-2025: Fix not seen in stream
CVE-2019-2054: Fix not seen in stream
CVE-2019-20636: Fixed with 3.16.83
CVE-2019-20794: Fix unknown
CVE-2019-20806: Fix not seen in stream
CVE-2019-20810: Fix not seen in stream
CVE-2019-20811: Fixed with 3.16.72
CVE-2019-20812: Fixed with 3.16.83
CVE-2019-20908: Fix not seen in stream
CVE-2019-20934: Fixed with 3.16.78
CVE-2019-2101: Fixed with 3.16.70
CVE-2019-2181: Fix not seen in stream
CVE-2019-2213: Fix not seen in stream
CVE-2019-2215: Fixed with 3.16.79
CVE-2019-3459: Fixed with 3.16.66
CVE-2019-3460: Fixed with 3.16.66
CVE-2019-3701: Fixed with 3.16.64
CVE-2019-3837: Fix not seen in stream
CVE-2019-3846: Fixed with 3.16.70
CVE-2019-3874: Fix not seen in stream
CVE-2019-3882: Fixed with 3.16.66
CVE-2019-3892: Fixed with 3.16.66
CVE-2019-3900: Fixed with 3.16.72
CVE-2019-3901: Fixed with 3.16.66
CVE-2019-5108: Fixed with 3.16.83
CVE-2019-5489: Fix not seen in stream
CVE-2019-6133: Fixed with 3.16.67
CVE-2019-6974: Fixed with 3.16.64
CVE-2019-7221: Fixed with 3.16.64
CVE-2019-7222: Fixed with 3.16.64
CVE-2019-7308: Fix not seen in stream
CVE-2019-9213: Fixed with 3.16.66
CVE-2019-9445: Fix not seen in stream
CVE-2019-9453: Fix not seen in stream
CVE-2019-9454: Fixed with 3.16.55
CVE-2019-9456: Fixed with 3.16.57
CVE-2019-9457: Fixed with 3.16.59
CVE-2019-9458: Fixed with 3.16.61
CVE-2019-9466: Fixed with 3.16.66
CVE-2019-9503: Fixed with 3.16.66
CVE-2019-9506: Fixed with 3.16.74
CVE-2020-0009: Fixed with 3.16.83
CVE-2020-0030: Fix not seen in stream
CVE-2020-0066: Fixed with 3.16.35
CVE-2020-0067: Fix not seen in stream
CVE-2020-0255: Fixed with 3.16.85
CVE-2020-0305: Fixed with 3.16.83
CVE-2020-0347: Fix unknown
CVE-2020-0404: Fixed with 3.16.84
CVE-2020-0427: Fix not seen in stream
CVE-2020-0429: Fix not seen in stream
CVE-2020-0431: Fixed with 3.16.83
CVE-2020-0432: Fix not seen in stream
CVE-2020-0433: Fix not seen in stream
CVE-2020-0435: Fix not seen in stream
CVE-2020-0465: Fix not seen in stream
CVE-2020-0466: Fix not seen in stream
CVE-2020-0543: Fixed with 3.16.85
CVE-2020-10135: Fix not seen in stream
CVE-2020-10690: Fixed with 3.16.83
CVE-2020-10708: Fix unknown
CVE-2020-10720: Fixed with 3.16.75
CVE-2020-10732: Fixed with 3.16.85
CVE-2020-10751: Fixed with 3.16.85
CVE-2020-10766: Fix not seen in stream
CVE-2020-10767: Fix not seen in stream
CVE-2020-10768: Fix not seen in stream
CVE-2020-10769: Fixed with 3.16.66
CVE-2020-10773: Fixed with 3.16.80
CVE-2020-10942: Fixed with 3.16.83
CVE-2020-11494: Fixed with 3.16.83
CVE-2020-11565: Fixed with 3.16.83
CVE-2020-11608: Fixed with 3.16.83
CVE-2020-11609: Fixed with 3.16.83
CVE-2020-11668: Fixed with 3.16.83
CVE-2020-11669: Fix not seen in stream
CVE-2020-12114: Fixed with 3.16.84
CVE-2020-12352: Fix not seen in stream
CVE-2020-12362: Fix unknown
CVE-2020-12363: Fix not seen in stream
CVE-2020-12364: Fix not seen in stream
CVE-2020-12464: Fixed with 3.16.85
CVE-2020-12652: Fixed with 3.16.85
CVE-2020-12653: Fixed with 3.16.85
CVE-2020-12654: Fixed with 3.16.85
CVE-2020-12655: Fix not seen in stream
CVE-2020-12656: Fix not seen in stream
CVE-2020-12769: Fixed with 3.16.84
CVE-2020-12770: Fixed with 3.16.85
CVE-2020-12771: Fix not seen in stream
CVE-2020-12826: Fixed with 3.16.85
CVE-2020-12888: Fix not seen in stream
CVE-2020-13143: Fixed with 3.16.85
CVE-2020-13974: Fix not seen in stream
CVE-2020-14304: Fix unknown
CVE-2020-14305: Fix not seen in stream
CVE-2020-14314: Fix not seen in stream
CVE-2020-14331: Fix not seen in stream
CVE-2020-14351: Fix not seen in stream
CVE-2020-14353: Fixed with 3.16.52
CVE-2020-14381: Fixed with 3.16.83
CVE-2020-14390: Fix not seen in stream
CVE-2020-14416: Fixed with 3.16.83
CVE-2020-15393: Fix not seen in stream
CVE-2020-15436: Fix not seen in stream
CVE-2020-15437: Fix not seen in stream
CVE-2020-15802: Fix unknown
CVE-2020-16120: Fix not seen in stream
CVE-2020-16166: Fix not seen in stream
CVE-2020-1749: Fixed with 3.16.83
CVE-2020-24502: Fix unknown
CVE-2020-24503: Fix unknown
CVE-2020-24586: Fix not seen in stream
CVE-2020-24587: Fix not seen in stream
CVE-2020-24588: Fix not seen in stream
CVE-2020-25211: Fix not seen in stream
CVE-2020-25212: Fix not seen in stream
CVE-2020-25220: Fix not seen in stream
CVE-2020-25284: Fix not seen in stream
CVE-2020-25285: Fix not seen in stream
CVE-2020-25643: Fix not seen in stream
CVE-2020-25656: Fix not seen in stream
CVE-2020-25668: Fix not seen in stream
CVE-2020-25669: Fix not seen in stream
CVE-2020-25670: Fix not seen in stream
CVE-2020-25671: Fix not seen in stream
CVE-2020-25672: Fix not seen in stream
CVE-2020-25673: Fix not seen in stream
CVE-2020-26088: Fix not seen in stream
CVE-2020-26139: Fix not seen in stream
CVE-2020-26140: Fix unknown
CVE-2020-26141: Fix not seen in stream
CVE-2020-26142: Fix unknown
CVE-2020-26143: Fix unknown
CVE-2020-26145: Fix not seen in stream
CVE-2020-26147: Fix not seen in stream
CVE-2020-26541: Fix not seen in stream
CVE-2020-26555: Fix unknown
CVE-2020-26556: Fix unknown
CVE-2020-26557: Fix unknown
CVE-2020-26558: Fix not seen in stream
CVE-2020-26559: Fix unknown
CVE-2020-26560: Fix unknown
CVE-2020-27066: Fix not seen in stream
CVE-2020-27067: Fixed with 3.16.52
CVE-2020-27068: Fix not seen in stream
CVE-2020-2732: Fixed with 3.16.83
CVE-2020-27673: Fix not seen in stream
CVE-2020-27675: Fix not seen in stream
CVE-2020-27777: Fix not seen in stream
CVE-2020-27786: Fix not seen in stream
CVE-2020-27815: Fix not seen in stream
CVE-2020-27820: Fix unknown
CVE-2020-27825: Fix not seen in stream
CVE-2020-28097: Fix not seen in stream
CVE-2020-28374: Fix not seen in stream
CVE-2020-28915: Fix not seen in stream
CVE-2020-28974: Fix not seen in stream
CVE-2020-29371: Fix not seen in stream
CVE-2020-29374: Fix not seen in stream
CVE-2020-29568: Fix not seen in stream
CVE-2020-29660: Fix not seen in stream
CVE-2020-29661: Fix not seen in stream
CVE-2020-35501: Fix unknown
CVE-2020-35508: Fix not seen in stream
CVE-2020-35519: Fix not seen in stream
CVE-2020-36158: Fix not seen in stream
CVE-2020-36310: Fix not seen in stream
CVE-2020-36313: Fix not seen in stream
CVE-2020-36322: Fix not seen in stream
CVE-2020-36385: Fix not seen in stream
CVE-2020-36386: Fix not seen in stream
CVE-2020-3702: Fix not seen in stream
CVE-2020-4788: Fix not seen in stream
CVE-2020-8647: Fixed with 3.16.83
CVE-2020-8648: Fixed with 3.16.83
CVE-2020-8649: Fixed with 3.16.83
CVE-2020-8694: Fix not seen in stream
CVE-2020-8832: Fix not seen in stream
CVE-2020-9383: Fixed with 3.16.83
CVE-2021-0129: Fix not seen in stream
CVE-2021-0399: Fix unknown
CVE-2021-0447: Fixed with 3.16.54
CVE-2021-0448: Fix not seen in stream
CVE-2021-0512: Fix not seen in stream
CVE-2021-0605: Fix not seen in stream
CVE-2021-0606: Fix unknown
CVE-2021-0695: Fix unknown
CVE-2021-0936: Fix unknown
CVE-2021-0937: Fix not seen in stream
CVE-2021-0941: Fix not seen in stream
CVE-2021-1048: Fix unknown
CVE-2021-20261: Fix not seen in stream
CVE-2021-20265: Fixed with 3.16.35
CVE-2021-20292: Fix not seen in stream
CVE-2021-20317: Fix not seen in stream
CVE-2021-20320: Fix not seen in stream
CVE-2021-20321: Fix not seen in stream
CVE-2021-20322: Fix not seen in stream
CVE-2021-21781: Fix not seen in stream
CVE-2021-22543: Fix not seen in stream
CVE-2021-22555: Fix not seen in stream
CVE-2021-26930: Fix not seen in stream
CVE-2021-26931: Fix not seen in stream
CVE-2021-26932: Fix not seen in stream
CVE-2021-27363: Fix not seen in stream
CVE-2021-27364: Fix not seen in stream
CVE-2021-27365: Fix not seen in stream
CVE-2021-28038: Fix not seen in stream
CVE-2021-28660: Fix not seen in stream
CVE-2021-28688: Fix not seen in stream
CVE-2021-28951: Fix not seen in stream
CVE-2021-28964: Fix not seen in stream
CVE-2021-28972: Fix not seen in stream
CVE-2021-29154: Fix not seen in stream
CVE-2021-29155: Fix not seen in stream
CVE-2021-29265: Fix not seen in stream
CVE-2021-29650: Fix not seen in stream
CVE-2021-30002: Fix not seen in stream
CVE-2021-3178: Fix not seen in stream
CVE-2021-31916: Fix not seen in stream
CVE-2021-32078: Fix not seen in stream
CVE-2021-32399: Fix not seen in stream
CVE-2021-33034: Fix not seen in stream
CVE-2021-33909: Fix not seen in stream
CVE-2021-34556: Fix not seen in stream
CVE-2021-34693: Fix not seen in stream
CVE-2021-3483: Fix not seen in stream
CVE-2021-34866: Fix not seen in stream
CVE-2021-34981: Fix not seen in stream
CVE-2021-3506: Fix not seen in stream
CVE-2021-3542: Fix unknown
CVE-2021-35477: Fix not seen in stream
CVE-2021-3564: Fix not seen in stream
CVE-2021-3573: Fix not seen in stream
CVE-2021-3587: Fix not seen in stream
CVE-2021-3609: Fix not seen in stream
CVE-2021-3612: Fix not seen in stream
CVE-2021-3640: Fix unknown
CVE-2021-3653: Fix not seen in stream
CVE-2021-3655: Fix not seen in stream
CVE-2021-3659: Fix not seen in stream
CVE-2021-3669: Fix not seen in stream
CVE-2021-3679: Fix not seen in stream
CVE-2021-37159: Fix not seen in stream
CVE-2021-3752: Fix unknown
CVE-2021-3753: Fix not seen in stream
CVE-2021-37576: Fix not seen in stream
CVE-2021-3760: Fix not seen in stream
CVE-2021-3772: Fix not seen in stream
CVE-2021-38160: Fix not seen in stream
CVE-2021-38198: Fix not seen in stream
CVE-2021-38204: Fix not seen in stream
CVE-2021-38205: Fix not seen in stream
CVE-2021-38208: Fix not seen in stream
CVE-2021-38300: Fix not seen in stream
CVE-2021-3847: Fix unknown
CVE-2021-3892: Fix unknown
CVE-2021-3896: Fix not seen in stream
CVE-2021-40490: Fix not seen in stream
CVE-2021-42008: Fix not seen in stream
CVE-2021-42252: Fix not seen in stream
CVE-2021-42327: Fix not seen in stream
CVE-2021-42739: Fix unknown
CVE-2021-43056: Fix not seen in stream
CVE-2021-43057: Fix not seen in stream
